y true,y pred
3.4850000000000003,3.5229700000000035
4.19,3.9830549999999993
3.9,3.784669999999997
0.85,0.7319200000000002
0.95,1.0799750000000008
0.13,0.34399999999999986
0.064,0.32799000000000006
2.5,2.144970000000001
0.82,1.2003849999999983
2.45,2.098549999999999
1.919,1.7163100000000011
9.7,8.628850000000009
4.1,3.4156000000000017
3.1,2.6320899999999985
2.5,2.235979999999999
2.6,2.629124999999998
1.215,1.3401650000000012
2.43,2.3505400000000036
2.48,2.4518749999999976
1.77,1.737266666666669
8.0,6.9967999999999995
2.0,2.11781
9.06,8.397099999999988
5.13,4.8532249999999975
3.6,3.35319
3.4,3.0434799999999997
10.48,9.558850000000009
0.67,0.8885850000000007
0.015,0.16611000000000023
1.9625,2.010025000000002
2.755,2.7930899999999985
0.145,0.23997666666666653
3.7,3.5858949999999954
2.26,2.711824999999997
4.5,3.7277200000000006
7.7,7.696475000000006
6.0,5.468225
4.87,4.643950000000002
4.07,3.8300949999999965
0.46,0.7996499999999997
1.9,2.0859700000000023
0.9,1.0222850000000008
1.0,0.80687
4.47,4.188900000000005
5.7,4.920999999999996
6.0,6.212999999999998
0.6,0.5869400000000006
1.75,2.0731149999999996
1.785,1.7085316666666654
1.0,1.227345
2.4175,2.4641199999999976
0.45,0.4717900000000006
1.517,1.1934999999999996
0.13,0.31578999999999985
0.2,0.38418000000000013
4.85,5.593000000000009
0.7,0.9448450000000013
1.12,1.725325000000001
1.75,1.7644100000000007
0.15,0.19799999999999993
0.25,0.2576099999999999
0.045,0.3262000000000007
0.2,0.3099399999999999
0.23,0.7778199999999988
0.2,0.25959999999999966
0.35,0.5179500000000006
1.68,1.466230000000002
0.9,0.8429250000000004
0.025,0.30176999999999965
0.015,0.2684900000000002
0.02,0.2014499999999998
0.55,0.7331199999999989
8.1,8.33160000000001
6.37,5.278095000000002
3.5,3.2033050000000003
0.6,1.2024999999999986
0.55,0.9803999999999988
1.6,1.4658999999999978
2.987,3.235470000000001
3.07,2.8427399999999965
4.17,3.9269899999999978
1.4,1.3140350000000007
2.023,1.9862699999999984
1.21,1.486209999999999
1.08,0.849369999999999
1.0,0.9632000000000002
3.08,2.7718600000000033
2.91,2.7868100000000005
3.5,3.8112000000000013
2.4,2.2878000000000025
1.07,1.2160899999999975
0.9,0.9214000000000007
1.66,1.573359999999998
0.9,0.920700000000001
0.9,0.9363000000000008
1.25,1.4830650000000003
1.122,1.6430500000000023
1.78,1.7857850000000008
1.959,1.6092400000000011
1.7,1.7068999999999994
1.2,1.2706100000000016
0.2,0.2699899999999997
0.4,0.6468999999999994
0.9,0.8030600000000001
0.46,0.44734000000000046
0.6,0.49001000000000056
1.42,1.2912100000000013
0.1,0.30631000000000036
3.24,3.188680000000003
2.5,2.184965
2.5,2.3730400000000005
0.725,0.7307399999999998
2.05,1.8351050000000018
1.42,1.2716200000000006
3.59,3.1386199999999986
1.225,1.1360999999999988
0.63,0.9047699999999999
3.6,3.7648000000000015
1.54,1.548575000000001
1.36,1.413630000000001
1.05,1.087164999999999
1.5,1.7998399999999994
5.56,5.152900000000001
1.58,1.8660250000000016
3.54,3.1801250000000003
1.315,1.3244599999999989
2.4325,2.112658333333335
0.8,0.6828899999999998
0.84,0.8881100000000014
0.3,0.7170249999999991
5.55,4.760110000000006
2.43,1.9747000000000026
2.8,2.4605000000000015
1.665,1.5256900000000004
3.59,3.8014499999999947
2.13,2.3415249999999976
2.48,2.595109999999997
1.269,1.4013866666666683
0.24,0.4982800000000002
0.175,0.424635
3.5,3.5431
1.79,1.9786000000000008
2.84,2.7430000000000025
1.3,1.897110000000002
0.356,0.5357000000000007
1.351,1.4818799999999994
1.86,1.727080000000002
0.17,0.26914000000000043
1.24,1.1681899999999987
1.565,1.9226249999999994
0.739,0.7501499999999999
1.2,1.281873333333334
0.9,1.3290250000000021
0.9,0.9543700000000004
7.6,7.28000000000001
8.5,8.639500000000005
2.1,3.5840000000000036
1.9,2.3873500000000014
0.08,1.9397000000000029
6.6,6.276200000000009
0.8,0.6977399999999989
1.05,1.6268100000000003
1.97,1.9014999999999997
0.1,0.31315000000000043
0.43,0.5290499999999998
7.95,7.437850000000008
9.33,9.158000000000014
0.7,1.063520000000001
3.94,3.388749999999998
11.8,10.71559999999999
7.77,7.845749999999997
4.7,3.5725299999999978
1.086,1.284964999999999
0.0409999999999999,0.41225499999999976
1.435,1.650615000000002
0.1575,0.3566799999999998
2.55,2.0072850000000018
1.4,2.3802450000000026
0.82,0.9059149999999989
10.05,7.444299999999996
3.7,3.1649199999999964
6.2,3.731724999999996
1.8,1.4163499999999993
0.2,0.6084700000000003
1.25,0.97249
0.48,0.565949999999999
0.6,0.74945
1.0699999999999998,1.1836999999999982
7.5,7.14195
8.97,8.986800000000015
10.5,10.1551
5.89,5.416749999999994
2.0,2.2455800000000004
