y true,average predicted values,error bar values
3.9,3.096574436695435,0.18438725279034468
0.95,1.2154153942228447,0.07261462459225668
0.13,0.8813290410188405,0.0770123547974123
2.5,1.9428402806780387,0.04704879152110135
0.4,1.483748003842439,0.031232651072358234
5.74,3.2735591639221235,0.20102465163842564
2.45,2.521215533372896,0.08128246166168243
1.919,1.7966184500511997,0.053820157795503386
9.7,3.573443761598143,0.09976185023022198
4.1,2.5861526960888863,0.07476686885187171
2.5,1.7622045557150845,0.05310314264745475
1.2,1.3999324830811513,0.055798628081984214
2.6,3.8670138009564283,0.17441740665750902
1.215,1.5419203388374507,0.03116800850212704
4.0,3.0533256274813336,0.16318162990091628
0.48,1.315627817152773,0.06393791295171727
2.4,2.0207198103930897,0.05737661499819481
0.93,2.4316339120272437,0.10818919681594112
8.0,3.2987365418503725,0.14148152510919162
2.0,2.4916221857193483,0.11285066358104032
7.0,3.5336538503963624,0.11919950259305634
9.06,5.473104000223345,0.23906763356615457
5.13,3.435392465815606,0.07219520705765219
3.88,2.6079403056508053,0.09738684058575398
3.6,2.1177480568212,0.0865308049386825
3.4,1.9285011435860113,0.048640565198473866
3.61,2.146366932071782,0.06779972240574045
0.67,2.0313629711029604,0.06780016835979717
0.015,0.4705589820344903,0.0718973363991131
2.66,3.5712946159980508,0.13088403879965926
1.9625,3.193834386888749,0.07795883894311537
2.755,2.7112145646533903,0.17338614871763763
1.2,1.7808303223452446,0.050605362325725774
0.145,0.9187336444551798,0.05549349030508769
3.7,4.2307438537969135,0.20301492977494964
2.26,3.8143380709221413,0.14904271069760827
4.5,2.5031632761423634,0.08802251856831397
10.0,5.633163781512269,0.22456690251924413
7.7,3.5777157702560087,0.1434459710856526
6.0,2.782487355777935,0.07192858147782304
4.87,2.2862772368017588,0.07773053106235381
4.07,2.0954616989405133,0.054851795472925104
0.46,2.0023705872268125,0.08305419614983602
1.9,2.7797180384319704,0.08752805811878386
0.9,2.266457929516171,0.06680632989856751
1.0,1.236039475022499,0.03114997376027699
5.7,4.805310784649659,0.17970925628521228
6.0,4.892575251724542,0.222893649334427
1.75,2.5498844104059626,0.12184030121775785
1.785,2.017996525388778,0.059590510562178026
1.0,2.238304360556039,0.08232973581500692
2.4175,1.787703369900471,0.0473502863076929
0.45,1.0200391737622359,0.035774699778515294
1.714,1.7077498275995904,0.0789552014756112
0.13,1.1093457307161836,0.044309674124010746
0.2,0.740136977855528,0.05741578924316886
0.52,1.5676180368722772,0.017919341611817033
1.25,0.9996804692279067,0.02759538190030668
4.85,5.547583345704259,0.23463143051838314
0.7,2.9065525272266663,0.13221285926184786
2.68,3.431145931919445,0.10677355954756561
1.12,2.2866590942968807,0.061035465213448166
1.75,1.6867167219909338,0.05481087338963887
1.4,1.4568774349079323,0.020183305111560395
0.47,2.5242181064474343,0.1062626833551309
0.045,1.6764104773427,0.024666056632640054
0.23,3.1930058154906615,0.16590895265149574
0.2,1.1927780294515367,0.05694494498741749
0.35,2.084788005504605,0.05247032831765773
1.68,2.988449644003891,0.1469622243046055
0.9,2.1036818148383096,0.025403919814415053
0.025,1.4887915295650487,0.042363829673941054
0.015,1.490318578210328,0.03463233056397107
0.02,1.253912560798967,0.04244921717164504
7.18,3.789788200079158,0.17794723169883356
8.1,4.91582018568992,0.135986535236605
10.0,4.965875527342707,0.22549806802827382
6.37,3.564294669475912,0.17182219115157674
3.5,2.3883757502652108,0.10348174424814675
0.6,2.5914060413438875,0.13176510226250965
0.55,2.3172077701001754,0.13843725020830563
1.6,2.5141805287573633,0.12799402243575633
2.987,2.7541049065364134,0.10243518005059782
4.17,3.255571019248012,0.2523363593921687
1.4,1.9847198727192037,0.051428595525932645
2.023,1.9446302238779503,0.06732779289405448
1.21,1.4351472154809444,0.03949782389821523
1.23,1.094093680106007,0.05150839183139017
1.08,0.9645021582684925,0.03658556389686717
1.0,1.3947907257263656,0.07507969016353451
3.08,3.054586876657808,0.1162074832467036
2.91,2.1699214207592625,0.07110651860609543
0.9,1.304833985769392,0.07656212953086176
3.26,3.061303507822315,0.1348547380737942
1.66,1.5217310302145093,0.06749346164113922
0.9,1.2719804596553805,0.04051321752227809
1.25,3.1075229373254,0.13604276449902164
1.122,3.232189341745673,0.0700234484325298
1.645,2.4260082200788284,0.09137665005687542
1.959,1.7124381116171037,0.05662181338849156
1.7,3.408600335519784,0.11102131059541712
0.6,1.871181640655847,0.09048327089479499
1.2,2.322002067262712,0.08354759297219906
0.2,1.3065614753675798,0.03542483946407938
5.15,3.186138303650196,0.11888181993462736
0.4,2.0955756001080483,0.06361530468860654
1.2,2.144132954523913,0.03426917555918789
0.9,2.0277890939142797,0.05312466532174476
0.46,1.2050106829109573,0.047047403418541724
0.6,1.1969086664370994,0.04075103594833985
1.42,1.4288476405375492,0.038122908675701124
0.1,0.9786500468578796,0.028852195305350742
3.24,2.733220267371045,0.1446770058594821
2.5,2.0214927417361457,0.05438731906942607
2.5,2.0436294521342524,0.026468827709578834
0.725,1.2909756979313416,0.038313448595522416
2.05,1.5510347083829548,0.05269910061669766
4.54,3.1038488272972704,0.17660902838569262
3.59,2.1826410947418777,0.052840773678298446
1.225,1.3297557107780154,0.05158309286781405
3.6,2.296635863476182,0.07075813642772019
1.54,2.7607676746708125,0.11243563551570385
1.36,3.135150293314702,0.09995545200197034
0.335,1.5720345145694423,0.05979026340344
1.05,1.4910166331124748,0.04548632626543212
1.225,1.4529430273453596,0.046310063398116635
1.5,3.293324529786184,0.11593311409414839
5.56,3.3733744120714877,0.11074572905370206
1.58,2.108512637601402,0.047942051060823845
3.54,2.272863542644427,0.037703029991337116
2.4325,1.6120448737938986,0.0596396831799371
0.8,1.269093787999925,0.05247259438923873
0.84,1.4003918962149802,0.05075020713654994
5.55,2.905090947139393,0.11938121082566397
2.8,2.0540750279052284,0.04173262455175375
1.665,1.1866989402961068,0.06351155080167538
2.13,2.7203058263693847,0.1005908917171627
2.48,2.0603571858787633,0.07526416307515986
1.269,1.2993523422190134,0.084288581688603
0.24,0.7498211158177972,0.06848903197717068
