y true,y pred
3.9,3.1739337837159463
0.95,1.2792276425797864
0.13,0.9492891690881438
2.5,1.943485306809244
0.4,1.4599970587139044
5.74,3.258917657131275
2.45,2.4942694979195226
1.919,1.777028883217376
9.7,3.5493152276756663
4.1,2.576813139703715
2.5,1.7095962926746422
1.2,1.4009951178533195
2.6,3.740465674496836
1.215,1.5242756331872354
4.0,3.1153230765109265
0.48,1.2756041415099029
2.4,2.0191833434246997
0.93,2.3580231288909514
8.0,3.1949414736941666
2.0,2.430293314482414
7.0,3.49813428092598
9.06,5.4920485599788975
5.13,3.5085784813164125
3.88,2.69816007467312
3.6,2.203252364435656
3.4,1.9754793688155592
3.61,2.141746934837328
0.67,2.008795540959936
0.015,0.43401862166264
2.66,3.498721550449166
1.9625,3.088344366895129
2.755,2.728532478034655
1.2,1.756030390062704
0.145,0.8888135430336312
3.7,4.118409273744418
2.26,3.6806736112867786
4.5,2.459190531217557
10.0,5.594464014921242
7.7,3.6622016637299297
6.0,2.851783257086637
4.87,2.356875546849173
4.07,2.1291025512290767
0.46,2.0863784897271564
1.9,2.847320004290518
0.9,2.342821200926419
1.0,1.261969132229388
5.7,4.711954720680861
6.0,4.9003714201893525
1.75,2.621062771632095
1.785,1.99634805370976
1.0,2.198834232255406
2.4175,1.8106443649888024
0.45,1.025999715825554
1.714,1.795251594721777
0.13,1.150748343730243
0.2,0.763957745253971
0.52,1.5913756966184658
1.25,1.0199879222764068
4.85,5.620849670992557
0.7,2.9697314265439063
2.68,3.474673266385253
1.12,2.34546415523382
1.75,1.7515749029488628
1.4,1.4782473082047471
0.47,2.6012515378241035
0.045,1.6769324079413532
0.23,3.267253125335916
0.2,1.1767124410560008
0.35,2.034827618825582
1.68,3.069062073946566
0.9,2.096559985974615
0.025,1.502670733689658
0.015,1.492321775487409
0.02,1.2386763843616886
7.18,3.846945100141344
8.1,4.874787253717605
10.0,5.0160997783489725
6.37,3.573360311105319
3.5,2.513070723696772
0.6,2.73044953464184
0.55,2.4887054105941697
1.6,2.647221322845905
2.987,2.7087492765047143
4.17,3.2481972037808915
1.4,1.9674454532597248
2.023,2.0175423671818358
1.21,1.47726342941964
1.23,1.1473249559279974
1.08,0.9954762921812664
1.0,1.5027013636111757
3.08,3.196688073117212
2.91,2.22418598514526
0.9,1.3526286620323984
3.26,3.160223896083134
1.66,1.593832555826226
0.9,1.32050496108211
1.25,3.188577137672824
1.122,3.3017514195654645
1.645,2.491333012922172
1.959,1.7686523070646114
1.7,3.493042812108905
0.6,1.9675747212502863
1.2,2.4082020741385097
0.2,1.32985122006705
5.15,3.044600885035476
0.4,2.0642301415474216
1.2,2.154102187495557
0.9,2.0022345565096127
0.46,1.1905279130188091
0.6,1.1902314641663794
1.42,1.4721599840843305
0.1,0.9886717359889904
3.24,2.7875923344063613
2.5,2.022944175194609
2.5,2.09034820965571
0.725,1.305703560492462
2.05,1.5954404994182465
4.54,3.172254969495735
3.59,2.199752881523784
1.225,1.3325360344947113
3.6,2.260927359158375
1.54,2.855106279630149
1.36,3.226266125674765
0.335,1.6316018670097496
1.05,1.5162984924315346
1.225,1.4778640342387963
1.5,3.192613699207222
5.56,3.382672877191693
1.58,2.134486718002915
3.54,2.302115001667303
2.4325,1.6422380546840172
0.8,1.2638377897173083
0.84,1.411806012145354
5.55,2.980107769940713
2.8,2.0840053130612626
1.665,1.2396729474330377
2.13,2.66037212457787
2.48,2.146542762702178
1.269,1.3361243560588858
0.24,0.8412166458214219
0.175,0.613443650201325
3.5,3.3054253218261107
1.3,3.973119615305959
2.4,2.4870095074345056
1.351,1.722361348222753
1.86,1.7897653826838544
1.24,1.2948576724463905
3.1845,2.9317887079182507
1.565,1.9592866199463
0.739,1.1772915137548037
1.2,1.3653973676613425
0.9,1.8839438478296573
0.9,1.0614638558879976
7.6,3.9691268305703264
10.6,5.138281508777956
2.1,3.1577668348404564
1.9,2.6759796976020827
0.08,2.267902595239541
6.6,5.575743760677721
0.8,1.397630832000333
1.05,3.245796786702032
1.97,1.6794054464451238
