y true,y pred
4.19,4.40403226654114
3.9,3.907815696386544
0.85,0.9388894116563014
0.95,1.1788782352681337
0.064,0.6701939739840239
2.5,1.9719628068712096
0.82,3.345484027000581
0.4,0.8441489252103942
2.45,2.4075623993323356
1.919,1.6927157070008867
9.7,4.5174015243584
4.1,3.1458773325982268
3.1,2.4822948139988914
2.6,4.509757762298866
4.0,3.728451314889476
2.43,2.3569271231293025
2.48,2.6180989475282073
1.77,1.693344604529967
0.48,1.4412954528179038
2.4,2.1284017767802617
0.93,3.732817485293796
8.0,4.4494853571313495
2.0,2.794895857625551
7.0,4.827268290992972
9.06,7.989403093487921
5.13,4.919857938581783
3.88,3.7769211121149735
3.6,3.2239356799488603
3.4,3.0138947201888073
10.48,4.831769189798202
3.61,3.1358469311652772
2.89,2.9258059714052242
0.67,2.6348940690001514
0.015,-1.269852718286578
2.66,3.9458508214684582
1.9625,3.1230512993406436
2.755,2.826200209560823
0.21,0.791093499201315
0.145,0.5390443474892508
3.7,4.960345157300113
2.26,4.08269233369711
4.5,3.886145407115843
10.0,8.163836167602472
7.7,5.1815075497536105
6.0,4.0385707232868
4.87,3.485585291120687
4.07,3.2755443313606336
0.46,2.5358150219680144
1.9,3.7762097950098026
0.9,2.8094694917133434
1.0,0.9263679737454174
4.47,4.058797055757694
6.0,6.830983131975142
3.5615,3.3274197027551917
0.6,0.5508905050476165
1.75,3.182227996312615
1.785,1.5071674303602511
1.0,1.6470901501990727
2.4175,2.039291169845805
0.45,0.6174173382302746
1.714,0.6981873107409653
1.517,1.276264777919639
0.13,0.8788423167137074
0.2,-0.023408788614944775
0.52,1.2273219906826074
1.25,0.6445796943639701
4.85,6.718112915884128
0.7,1.2552557726832476
1.4,-0.015271238637082352
0.15,0.3402724427875645
0.25,0.5016480933494369
0.47,2.303084699875837
0.045,0.38283537361286335
0.2,0.8089658335687773
0.2,-0.38929621609177234
0.9,1.4802677941240998
0.025,0.8166852755247636
0.015,0.7203729634770148
0.02,0.26955122359759187
0.55,0.6637614076596279
8.1,6.603125546997427
10.0,7.186843720965841
6.37,4.559171149050878
3.5,3.6023183479257384
0.6,3.6446860059227935
2.987,2.9093738304876684
3.07,2.3608408157357914
1.4,1.2827591509454923
2.023,1.9418533824342736
1.21,1.1798954981230663
1.08,0.6712112368389564
1.0,0.1208972132963595
3.08,3.036549049498519
2.91,1.665024857738346
3.5,3.1080565773490245
2.4,2.2628221793246515
1.07,1.2298688060222944
3.26,3.077937748747613
1.66,1.0428310383881043
0.9,0.7907818866760414
0.9,0.7226251839619633
1.25,2.514370162120229
1.122,2.7097446283653213
1.645,1.566807801898511
1.78,1.0138223697323987
1.959,0.8037814099723457
0.6,0.31186227517695464
1.2,0.6603419491458555
5.15,2.5470062337598653
0.4,0.7267539613649245
1.2,1.6694568137436998
0.1,0.09135846655665292
0.9,0.6330401473488152
0.46,0.6520882911754784
2.34,2.7206666665475185
1.42,1.0858548524842508
0.1,-0.04195902917656502
3.24,3.176043944451175
2.5,1.5214544449453762
2.5,2.228481584229457
0.725,0.8066077526139277
1.42,1.465455192303291
4.54,3.808515160848832
3.59,2.436990969088659
1.225,1.5213592987772602
0.63,-0.5106548271768525
1.54,1.5795342647900716
1.36,2.5313074171199497
0.335,0.8220599584180794
1.225,0.9312033494960632
1.5,3.332255078505838
1.315,1.493558801305661
0.8,-0.18087872126907767
0.84,1.2835178415456077
0.3,1.4373371359214508
5.55,2.9474357940765405
2.43,1.423520025454127
1.665,0.6862061158993087
3.59,3.505887255078163
2.13,2.7745099020756605
1.269,1.209926468826508
0.24,0.6569410366603945
0.175,0.4469000769003415
3.5,3.9120429317851806
1.79,2.2553398906446693
2.84,3.0719519178036276
1.3,4.587352638549717
0.356,0.6400011119820741
2.4,2.7301902039489976
1.351,1.0756007044431992
1.86,1.7826278437272807
0.17,0.36075401211175073
1.24,1.2296424115611675
3.1845,3.4518321684470896
1.565,2.0803079766869175
0.739,0.9178373340171422
1.2,1.416725458087582
0.98,1.1646763063755183
0.9,1.9480056953715232
0.9,1.5109746844312824
7.6,5.44385778324013
8.5,6.939279166434803
2.1,4.55920743512635
1.9,4.050523173842239
1.4,4.009292885143695
0.08,3.0925424566784603
6.6,7.194746408031344
0.8,-0.16091343485957132
1.05,3.0344982108700336
0.43,0.6760828219502701
7.95,5.1641833771723835
9.33,6.6596047603670545
6.0,4.615650362420507
