y true,average predicted values,error bar values
3.4850000000000003,3.0068068300662096,0.14332601888769256
4.19,4.47742009158377,0.27179121476476376
3.9,4.020522786572658,0.11723378994290838
0.85,0.7922000342879479,0.10016986885104724
0.95,1.0314275630906342,0.12806717202406148
0.064,0.46949936164831485,0.1576544391719957
2.5,2.1544972110630525,0.1534517315719909
0.82,3.595811499081441,0.3797525717728408
0.4,0.8334241333151774,0.19092128355381777
5.74,4.282081710338735,0.26438760753066154
2.45,2.399051832570313,0.2142611811459321
1.919,1.729109291609655,0.14130588168757308
9.7,4.5903559257839035,0.2017295683936187
4.1,3.2881177496302927,0.18212899230332827
2.5,2.261964446664694,0.24884091125531976
2.6,4.801901388760998,0.20198305707923736
1.215,1.6702117347720333,0.08797652820495658
2.48,2.6930500533507127,0.036417297225670074
1.77,1.7688012742488632,0.06367379710338368
0.48,1.3730997650502912,0.12157936281552356
2.4,2.1932355958764296,0.04168012839021641
8.0,4.760100423583705,0.2972976340160012
7.0,4.857399465468614,0.3539594649338891
9.06,8.819529992873933,0.31528060579175143
5.13,4.8284137256192095,0.1890450628357406
3.88,3.7590706245343606,0.16145206875858994
3.6,3.2702114659468253,0.19040138697018735
10.48,5.0367532883589154,0.24034233627842572
3.61,3.2910305800859603,0.36271140580762534
2.89,3.0158261296787394,0.3519534546965783
0.67,2.661619795300743,0.3644674787619117
0.015,-1.4271607462193225,0.21976754814151286
2.66,4.168551979152236,0.15361981879239006
1.9625,3.116367371903384,0.19498876084341737
2.755,2.665542899287916,0.13805919795865437
1.2,1.3478673842671962,0.09231874288657081
0.21,0.7328999998323412,0.06408778892458457
0.145,0.3111016285173249,0.10571595404840727
6.244999999999999,3.889356418896061,0.2964789732122779
3.7,5.510003700793475,0.3103145096349058
2.26,4.36833526648874,0.2990697314402706
4.5,4.078163742965921,0.46903311521441954
10.0,9.109708532125172,0.2850634285405238
7.7,5.210862344417205,0.18641980205290679
6.0,4.1964715257990335,0.14710401258717645
0.46,2.6074630772358987,0.1938517812181861
1.9,3.8814483822785055,0.25220303863252186
0.9,2.809191636016881,0.1670276038676895
4.47,4.3117934498912565,0.18530495444461836
5.7,6.284359394316522,0.339755619532386
6.0,7.611653484001707,0.262088245606947
0.6,0.5258271284554201,0.11373624592468379
1.0,1.494730514087469,0.1111527116928946
2.4175,2.0164291622386905,0.07900865639315517
0.45,0.4310827065108279,0.1265079150795799
1.714,0.6057547900226766,0.2349250658433924
1.517,1.1628125980571056,0.10039913605726104
0.13,0.8555273003143832,0.0919367124691047
0.2,-0.14034756597185616,0.1874324454918533
0.52,1.1029789283914648,0.11842360188052653
1.25,0.4798915597703781,0.1177754067170223
2.68,2.706519242482076,0.2351607892272864
1.12,0.9753965430827481,0.18803955412952342
1.75,0.45447096425514033,0.10260718415263287
1.4,0.012070790542830723,0.12726992162213346
0.15,0.4642756893799246,0.13083912780782733
0.25,0.5503801625327016,0.05749023229543841
0.47,2.2822486471405714,0.10424544823027215
0.045,0.5902853639214399,0.09698701155813969
0.2,0.8024800763001336,0.06692427490712105
0.23,2.9742540369051382,0.1177510472848137
0.35,0.5547605347670069,0.13422493376929606
1.68,2.4801686878591096,0.09837564565093578
0.9,1.2127800827574713,0.08221314699115208
0.025,0.619714309352827,0.08883881697991142
0.015,0.5541938132694577,0.1345196442714191
0.02,-0.12449225762521526,0.14225616982361558
0.55,0.23056755433613713,0.2619554786437288
7.18,4.975628674238899,0.13045352077587083
8.1,6.4095375529921,0.1417265668228533
